long;lat;nro_registro;tipo_activ;comuna;manzana;calle_nombre;calle_altura;calle_chapa;direccion_normalizada;ubicacion;nombre_cientifico;ancho_acera;estado_plantera;ubicacion_plantera;nivel_plantera;diametro_altura_pecho;altura_arbol;geometry;index_right;BARRIO;COMUNA
;;510132;Lineal;4;652;Luján Pedro de;2500;2515;;la3;Fraxinus pennsylvanica;4;Ocupada;Regular;A Nivel;46.0;10.0;;;;
;;510133;Lineal;4;652;Luján Pedro de;2500;2515;;la4;Fraxinus pennsylvanica;4;Ocupada;Regular;A Nivel;33.0;10.0;;;;
;;510134;Lineal;4;652;Luján Pedro de;2500;2515;;la5;Fraxinus pennsylvanica;4;Ocupada;Regular;A Nivel;29.0;9.0;;;;
;;510135;Lineal;4;652;Luján Pedro de;2500;2515;;Exacta;Fraxinus pennsylvanica;4;Ocupada;Regular;A Nivel;33.0;10.0;;;;
;;510136;Lineal;4;652;Luján Pedro de;2500;2515;;ld;Fraxinus pennsylvanica;4;Ocupada;Regular;Elevada;20.0;7.0;;;;
;;510137;Lineal;4;652;Luján Pedro de;2500;2555;;Exacta;Ficus benjamina;4;Ocupada;Regular;A Nivel;19.0;5.0;;;;
;;510138;Lineal;4;652;Luján Pedro de;2500;2537;;Exacta;Populus deltoides;4;Ocupada;Regular;A Nivel;48.0;13.0;;;;
;;510139;Lineal;4;652;Luján Pedro de;2500;2537;;ld;Populus deltoides;4;Ocupada;Regular;A Nivel;49.0;13.0;;;;
;;510204;Lineal;4;654;Río la Matanza;s/numero;s/numero;;L1;Melia azedarach;Sin acera;Ocupada;;;35.0;10.0;;;;
;;510205;Lineal;4;654;Río la Matanza;s/numero;s/numero;;L2;Melia azedarach;Sin acera;Ocupada;;;53.0;10.0;;;;
;;510206;Lineal;4;654;Río la Matanza;s/numero;s/numero;;L3;Ligustrum lucidum;Sin acera;Ocupada;;;20.0;7.0;;;;
;;510207;Lineal;4;654;Río la Matanza;s/numero;s/numero;;L4;Melia azedarach;Sin acera;Ocupada;;;91.0;9.0;;;;
;;510208;Lineal;4;654;Río la Matanza;s/numero;s/numero;;L5;Ficus benjamina;Sin acera;Ocupada;;;65.0;9.0;;;;
;;510209;Lineal;4;654;Río la Matanza;s/numero;s/numero;;L6;Ligustrum sp.;Sin acera;Ocupada;;;43.0;5.0;;;;
;;510210;Lineal;4;654;Luján Pedro de;2500;2570;;LA1;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;53.0;12.0;;;;
;;510211;Lineal;4;654;Luján Pedro de;2500;2570;;Exacta;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;39.0;12.0;;;;
;;510212;Lineal;4;654;Luján Pedro de;2500;2570;;LD1;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;26.0;11.0;;;;
;;510213;Lineal;4;654;Luján Pedro de;2500;2570;;LD2;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;50.0;11.0;;;;
;;510214;Lineal;4;654;Luján Pedro de;2500;2570;;LD3;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;47.0;11.0;;;;
;;510215;Lineal;4;654;Luján Pedro de;2500;2570;;LD4;Populus deltoides;3.2;Ocupada;Regular;A Nivel;70.0;13.0;;;;
;;510216;Lineal;4;654;Luján Pedro de;2500;2590;;LD1;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;21.0;8.0;;;;
;;510217;Lineal;4;654;Luján Pedro de;2500;2590;;LD2;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;25.0;8.0;;;;
;;510218;Lineal;4;654;Luján Pedro de;2500;2590;;LD3;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;16.0;7.0;;;;
;;510219;Lineal;4;654;Luján Pedro de;2500;2590;;LD4;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;18.0;7.0;;;;
;;510220;Lineal;4;654;Luján Pedro de;2500;2590;;LD5;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;23.0;6.0;;;;
;;510226;Lineal;4;655;Luján Pedro de;2600;2642;;LD 1;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;35.0;8.0;;;;
;;510227;Lineal;4;655;Luján Pedro de;2600;2642;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;34.0;6.0;;;;
;;510228;Lineal;4;655;Luján Pedro de;2600;2642;;LA 1;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;18.0;5.0;;;;
;;510229;Lineal;4;655;Luján Pedro de;2600;2642;;LA 2;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;25.0;7.0;;;;
;;510230;Lineal;4;655;Luján Pedro de;2600;2642;;LA 3;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;48.0;9.0;;;;
;;510231;Lineal;4;655;Luján Pedro de;2600;2642;;LA 4;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;30.0;7.0;;;;
;;510232;Lineal;4;655;Luján Pedro de;2600;2642;;LA 5;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;44.0;9.0;;;;
;;510233;Lineal;4;655;Luján Pedro de;2600;2642;;LA 6;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;39.0;10.0;;;;
;;510234;Lineal;4;655;Luján Pedro de;2600;2642;;LA 7;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;46.0;9.0;;;;
;;510235;Lineal;4;655;Luján Pedro de;2600;2642;;LA 8;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;30.0;7.0;;;;
;;510250;Lineal;4;656;Luján Pedro de;2700;2776;;LA 12;Tilia x moltkei;3;Ocupada;Regular;A Nivel;19.0;5.0;;;;
;;510252;Lineal;4;656;Luján Pedro de;2700;2776;;LA 10;Tilia x moltkei;3;ocupada;Regular;A Nivel;21.0;6.0;;;;
;;510253;Lineal;4;656;Luján Pedro de;2700;2776;;LA 9;Tilia x moltkei;3;ocupada;Regular;A Nivel;19.0;7.0;;;;
;;510254;Lineal;4;656;Luján Pedro de;2700;2776;;LA 8;Tilia x moltkei;3;ocupada;Regular;A Nivel;17.0;7.0;;;;
;;510255;Lineal;4;656;Luján Pedro de;2700;2776;;LA 7;Fraxinus pennsylvanica;3;ocupada;Regular;A Nivel;37.0;10.0;;;;
;;510256;Lineal;4;656;Luján Pedro de;2700;2776;;LA 6;Fraxinus pennsylvanica;3;ocupada;Regular;A Nivel;32.0;9.0;;;;
;;510257;Lineal;4;656;Luján Pedro de;2700;2776;;LA 5;Fraxinus pennsylvanica;3;ocupada;Regular;A Nivel;35.0;9.0;;;;
;;510258;Lineal;4;656;Luján Pedro de;2700;2776;;LA 4;Fraxinus pennsylvanica;3;ocupada;Regular;A Nivel;34.0;10.0;;;;
;;510259;Lineal;4;656;Luján Pedro de;2700;2776;;LA 3;Fraxinus pennsylvanica;3;ocupada;Regular;A Nivel;36.0;9.0;;;;
;;510260;Lineal;4;656;Luján Pedro de;2700;2776;;LA 2;Fraxinus pennsylvanica;3;ocupada;Regular;A Nivel;26.0;8.0;;;;
;;510261;Lineal;4;656;Luján Pedro de;2700;2776;;LA 1;Fraxinus pennsylvanica;3;ocupada;Regular;A Nivel;22.0;6.0;;;;
;;510263;Lineal;4;656;Luján Pedro de;2700;2776;;LD 1;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;35.0;11.0;;;;
;;510264;Lineal;4;656;Luján Pedro de;2700;2758;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;32.0;9.0;;;;
;;510266;Lineal;4;656;Luján Pedro de;2700;2758;;LD 2;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;38.0;7.0;;;;
;;510268;Lineal;4;656;Luján Pedro de;2700;2706;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;43.0;11.0;;;;
;;510286;Lineal;4;657;Luján Pedro de;2800;2884;;LD3;Fraxinus pennsylvanica;3;Ocupada;Ochava;A Nivel;32.0;7.0;;;;
;;510287;Lineal;4;657;Luján Pedro de;2800;2884;;LD2;Fraxinus pennsylvanica;3;Ocupada;Regular;Bajo nivel;17.0;7.0;;;;
;;510288;Lineal;4;657;Luján Pedro de;2800;2884;;LD1;Fraxinus pennsylvanica;3;Ocupada;Regular;Bajo nivel;45.0;9.0;;;;
;;510289;Lineal;4;657;Luján Pedro de;2800;2884;;Exacta;Ailanthus altissima;3;Ocupada;Regular;Bajo nivel;31.0;6.0;;;;
;;510290;Lineal;4;657;Luján Pedro de;2800;2884;;LA1;Ailanthus altissima;3;Ocupada;Regular;Bajo nivel;37.0;8.0;;;;
;;510291;Lineal;4;657;Luján Pedro de;2800;2884;;LA2;Ailanthus altissima;3;Ocupada;Regular;A Nivel;44.0;9.0;;;;
;;510292;Lineal;4;657;Luján Pedro de;2800;2886;;Exacta;Ailanthus altissima;3;Ocupada;Regular;Bajo nivel;28.0;9.0;;;;
;;510293;Lineal;4;657;Luján Pedro de;2800;2886;;LD 1;Fraxinus pennsylvanica;3;Ocupada;Regular;Bajo nivel;25.0;8.0;;;;
;;510294;Lineal;4;657;Luján Pedro de;2800;2886;;LD 2;Ailanthus altissima;3;Ocupada;Regular;Bajo nivel;33.0;8.0;;;;
;;510295;Lineal;4;657;Luján Pedro de;2800;2886;;LD 3;Lagerstroemia indica;3;Ocupada;Regular;Bajo nivel;21.0;7.0;;;;
;;510296;Lineal;4;657;Luján Pedro de;2800;2886;;LD 4;Ailanthus altissima;3;Ocupada;Regular;Bajo nivel;17.0;6.0;;;;
;;510297;Lineal;4;657;Luján Pedro de;2800;2886;;LD 5;Ailanthus altissima;3;Ocupada;Regular;A Nivel;37.0;9.0;;;;
;;510298;Lineal;4;657;Luján Pedro de;2800;2812;;LA 1;Fraxinus pennsylvanica;3;Ocupada;Regular;Elevada;39.0;10.0;;;;
;;510299;Lineal;4;657;Luján Pedro de;2800;2812;;Exacta;Tilia x moltkei;3;Ocupada;Regular;Elevada;21.0;6.0;;;;
;;510300;Lineal;4;657;Luján Pedro de;2800;2812;;LD 1;Tilia x moltkei;3;Ocupada;Regular;Elevada;14.0;5.0;;;;
;;510301;Lineal;4;657;Luján Pedro de;2800;2812;;LD 2;Tilia x moltkei;3;Ocupada;Regular;Elevada;20.0;5.0;;;;
;;510331;Lineal;4;658;Luján Pedro de;2900;2968;;LA 3;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;22.0;7.0;;;;
;;510332;Lineal;4;658;Luján Pedro de;2900;2968;;LA 2;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;24.0;7.0;;;;
;;510333;Lineal;4;658;Luján Pedro de;2900;2968;;LA 1;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;31.0;7.0;;;;
;;510334;Lineal;4;658;Luján Pedro de;2900;2968;;Exacta;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;31.0;7.0;;;;
;;510335;Lineal;4;658;Luján Pedro de;2900;2968;;LD 1;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;32.0;6.0;;;;
;;510336;Lineal;4;658;Luján Pedro de;2900;2968;;LD 2;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;27.0;7.0;;;;
;;510337;Lineal;4;658;Luján Pedro de;2900;2902;;LA 3;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;41.0;6.0;;;;
;;510338;Lineal;4;658;Luján Pedro de;2900;2902;;LA 2;Fraxinus pennsylvanica;3.2;Ocupada;Regular;Elevada;37.0;8.0;;;;
;;510339;Lineal;4;658;Luján Pedro de;2900;2902;;LA 1;Fraxinus pennsylvanica;3.2;Ocupada;Regular;Elevada;20.0;6.0;;;;
;;510340;Lineal;4;658;Luján Pedro de;2900;2902;;Exacta;Fraxinus pennsylvanica;3.2;Ocupada;Regular;Elevada;28.0;8.0;;;;
;;510646;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;993;;Exacta;Platanus x acerifolia;6;Ocupada;Regular;A Nivel;75.0;18.0;;;;
;;510647;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;989;;Exacta;Platanus x acerifolia;6;Ocupada;Regular;A Nivel;79.0;18.0;;;;
;;510648;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;985;;Exacta;Platanus x acerifolia;6;Ocupada;Fuera de línea;A Nivel;61.0;18.0;;;;
;;510649;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;973;;Exacta;Platanus x acerifolia;6;Ocupada;Fuera de línea;A Nivel;60.0;18.0;;;;
;;510650;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;963;;Exacta;Fraxinus pennsylvanica;6;Ocupada;Fuera de línea;A Nivel;27.0;10.0;;;;
;;510651;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;953;;Exacta;Fraxinus pennsylvanica;6;Ocupada;Fuera de línea;A Nivel;25.0;8.0;;;;
;;510652;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;917;;Exacta;Fraxinus pennsylvanica;6;Ocupada;Fuera de línea;A Nivel;26.0;8.0;;;;
;;510653;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;915;;Exacta;Platanus x acerifolia;6;Ocupada;Fuera de línea;Elevada;58.0;15.0;;;;
;;510654;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;915;;LD1;Platanus x acerifolia;6;Ocupada;Fuera de línea;Elevada;62.0;15.0;;;;
;;510655;Lineal;4;719;Fernández De La Cruz Francisco Av.;1000;915;;LD2;Platanus x acerifolia;6;Ocupada;Regular;Elevada;61.0;15.0;;;;
;;510788;Lineal;4;722;Fernández De La Cruz Francisco Av.;1100;1075;;Exacta;Fraxinus pennsylvanica;6;Ocupada;Regular;A Nivel;36.0;9.0;;;;
;;510789;Lineal;4;722;Fernández De La Cruz Francisco Av.;1100;1025;;Exacta;Juniperus communis;6;Ocupada;Regular;A Nivel;19.0;3.0;;;;
;;510790;Lineal;4;722;Fernández De La Cruz Francisco Av.;1100;1021;;Exacta;Citrus limon;6;Ocupada;Regular;A Nivel;13.0;3.0;;;;
;;510791;Lineal;4;722;Fernández De La Cruz Francisco Av.;1100;1015;;Exacta;Citrus limon;6;Ocupada;Regular;Elevada;10.0;4.0;;;;
;;510792;Lineal;4;722;Fernández De La Cruz Francisco Av.;1100;1009;;LD1;Melia azedarach;6;Ocupada;Ochava;A Nivel;51.0;9.0;;;;
;;511560;Lineal;4;755;Fernández De La Cruz Francisco Av.;1600;1647;;LD 1;Ceiba speciosa;9.6;Ocupada;Regular;A Nivel;59.0;6.0;;;;
;;511561;Lineal;4;755;Fernández De La Cruz Francisco Av.;1600;1647;;Exacta;Erythrina crista-galli;9.6;Ocupada;Regular;A Nivel;25.0;3.0;;;;
;;511562;Lineal;4;755;Fernández De La Cruz Francisco Av.;1600;1651;;Exacta;Ceiba speciosa;9.6;Ocupada;Regular;A Nivel;78.0;12.0;;;;
;;511563;Lineal;4;755;Fernández De La Cruz Francisco Av.;1600;1659;;LA 1;Washingtonia robusta;9.6;Ocupada;Ochava;A Nivel;67.0;10.0;;;;
;;511608;Lineal;4;756;Fernández De La Cruz Francisco Av.;1600;1631;;Exacta;Fraxinus pennsylvanica;9;Ocupada;Regular;A Nivel;42.0;10.0;;;;
;;511609;Lineal;4;756;Fernández De La Cruz Francisco Av.;1600;1615;;Exacta;Fraxinus pennsylvanica;9;Ocupada;Regular;A Nivel;39.0;6.0;;;;
;;511610;Lineal;4;756;Fernández De La Cruz Francisco Av.;1600;1603;;Exacta;Fraxinus pennsylvanica;9;Sobreocupada;Ochava;A Nivel;46.0;10.0;;;;
;;511611;Lineal;4;756;Fernández De La Cruz Francisco Av.;1600;1603;;Exacta;Jacaranda mimosifolia;9;Sobreocupada;Fuera de Línea, Ochava;A Nivel;37.0;9.0;;;;
;;511612;Lineal;4;756;Fernández De La Cruz Francisco Av.;1600;1603;;Exacta;Calocedrus decurrens f. aureovariegata;9;Sobreocupada;Fuera de línea;A Nivel;16.0;5.0;;;;
;;511650;Lineal;4;757;Fernández De La Cruz Francisco Av.;1550;1565;;LD 1;Ficus elastica;9.6;Ocupada;Regular;A nivel;46.0;5.0;;;;
;;511651;Lineal;4;757;Fernández De La Cruz Francisco Av.;1550;1565;;Exacta;Ficus elastica;9.6;Ocupada;Regular;A nivel;55.0;11.0;;;;
;;511652;Lineal;4;757;Fernández De La Cruz Francisco Av.;1550;1595;;Exacta;Platanus x acerifolia;9.6;Ocupada;Regular;A nivel;37.0;10.0;;;;
;;511693;Lineal;4;758;Fernández De La Cruz Francisco Av.;1500;1547;;LA 1;Ligustrum lucidum;8;Ocupada;Regular;Elevada;25.0;6.0;;;;
;;511694;Lineal;4;758;Fernández De La Cruz Francisco Av.;1500;1547;;Exacta;Taxodium distichum;8;Ocupada;Regular;A Nivel;53.0;13.0;;;;
;;511695;Lineal;4;758;Fernández De La Cruz Francisco Av.;1500;1545;;Exacta;Tilia x moltkei;8;Ocupada;Ochava;A Nivel;18.0;4.0;;;;
;;511752;Lineal;4;760;Fernández De La Cruz Francisco Av.;1450;1489;;LA 1;Fraxinus pennsylvanica;6;Ocupada;Regular;A Nivel;35.0;12.0;;;;
;;511753;Lineal;4;760;Fernández De La Cruz Francisco Av.;1450;1487;;Exacta;Tilia x moltkei;6;Ocupada;Regular;Elevada;37.0;12.0;;;;
;;511794;Lineal;4;763;Fernández De La Cruz Francisco Av.;1300;1349;;Exacta;Fraxinus pennsylvanica;6;Ocupada;Ochava;Elevada;39.0;12.0;;;;
;;511820;Lineal;4;764;Fernández De La Cruz Francisco Av.;1250;1287;;Exacta;No identificado;6;Subocupada;Regular;A Nivel;0.0;;;;;
;;511821;Lineal;4;764;Fernández De La Cruz Francisco Av.;1250;1287;;LD 1;No identificado;6;Subocupada;Regular;A Nivel;0.0;;;;;
;;511822;Lineal;4;764;Fernández De La Cruz Francisco Av.;1250;1281;;Exacta;No identificado;6;Subocupada;Regular;A Nivel;0.0;;;;;
;;511823;Lineal;4;764;Fernández De La Cruz Francisco Av.;1250;1261;;Exacta;Jacaranda mimosifolia;6;Ocupada;Regular;Elevada;41.0;8.0;;;;
;;511861;Lineal;4;766;Fernández De La Cruz Francisco Av.;1100;1125;;Exacta;Nerium oleander;6;Ocupada;Regular;A Nivel;2.0;;;;;
;;511862;Lineal;4;766;Fernández De La Cruz Francisco Av.;1100;1129;;Exacta;Ficus benjamina;6;Ocupada;Regular;A Nivel;7.0;2.0;;;;
;;511864;Lineal;4;766;Fernández De La Cruz Francisco Av.;1100;1181;;Exacta;Platanus x acerifolia;6;Ocupada;Regular;Elevada;41.0;10.0;;;;
;;511865;Lineal;4;766;Fernández De La Cruz Francisco Av.;1100;1191;;Exacta;Hibiscus rosa-sinensis;6;Ocupada;Regular;A Nivel;14.0;2.0;;;;
;;511866;Lineal;4;766;Fernández De La Cruz Francisco Av.;1100;1191;;LA 1;Washingtonia robusta;6;Ocupada;Regular;Elevada;18.0;7.0;;;;
;;512111;Lineal;4;800;;;;;;Fraxinus pennsylvanica;2.2;Ocupada;Regular;A Nivel;23.0;7.0;;;;
;;512112;Lineal;4;800;;;;;;Fraxinus pennsylvanica;2.2;Ocupada;Regular;A Nivel;27.0;6.0;;;;
;;512114;Lineal;4;800;;;;;;Fraxinus pennsylvanica;2.2;Ocupada;Regular;A Nivel;30.0;8.0;;;;
;;512115;Lineal;4;800;;;;;;Fraxinus pennsylvanica;2.2;Ocupada;Regular;A Nivel;46.0;9.0;;;;
;;512116;Lineal;4;800;;;;;;Fraxinus pennsylvanica;2.2;Ocupada;Regular;A Nivel;32.0;8.0;;;;
;;512117;Lineal;4;800;;;;;;Melia azedarach;2.2;Ocupada;Regular;A Nivel;10.0;3.0;;;;
;;512118;Lineal;4;800;;;;;;Fraxinus pennsylvanica;2.2;Ocupada;Regular;A Nivel;26.0;6.0;;;;
;;512852;Lineal;4;827;Quilmes;700;7476;;LA1;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A Nivel;32.0;12.0;;;;
;;512925;Lineal;4;831;Tabaré;800;800;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;O;A Nivel;22.0;7.0;;;;
;;512958;Lineal;4;831;La Plata Av.;2700;2735b;;Exacta;Platanus x acerifolia;5.6;Ocupada;Regular;A Nivel;80.0;16.0;;;;
;;513065;Lineal;4;834;Fernández De La Cruz Francisco Av.;800;848;;Exacta;Fraxinus pennsylvanica;5.6;Ocupada;Regular;A Nivel;23.0;7.0;;;;
;;513066;Lineal;4;834;Fernández De La Cruz Francisco Av.;800;822;;Exacta;Fraxinus pennsylvanica;5.6;Ocupada;Regular;A Nivel;45.0;7.0;;;;
;;513106;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;1000;;Exacta;Fraxinus pennsylvanica;6;Ocupada;Ochava;Elevada;5.0;3.0;;;;
;;513107;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;996;;LD1;Platanus x acerifolia;6;Ocupada;Regular;A Nivel;14.0;4.0;;;;
;;513108;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;992;;Exacta;Fraxinus pennsylvanica;6;Ocupada;Regular;A Nivel;28.0;8.0;;;;
;;513109;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;988;;LD1;Platanus x acerifolia;6;Ocupada;Regular;A Nivel;96.0;15.0;;;;
;;513110;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;960;;Exacta;Platanus x acerifolia;6;Ocupada;Regular;A Nivel;102.0;16.0;;;;
;;513111;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;930;;Exacta;Solanum granulosum-leprosum;6;Sobreocupada;Regular;Elevada;9.0;5.0;;;;
;;513112;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;912;;Exacta;Morus nigra;6;Ocupada;Regular;Elevada;26.0;5.0;;;;
;;513113;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;910;;LA1;Platanus x acerifolia;6;Ocupada;Regular;A Nivel;80.0;16.0;;;;
;;513114;Lineal;4;835;Fernández De La Cruz Francisco Av.;900;908;;LD1;Platanus x acerifolia;6;Ocupada;Ochava;A Nivel;86.0;16.0;;;;
;;513237;Lineal ;4;840;Mujica José Pío;2600;2612;;LA 4;Persea americana;3.2;Ocupada;Ochava;A Nivel;25.0;6.0;;;;
;;513238;Lineal ;4;840;Mujica José Pío;2600;2612;;LA 3;Ficus benjamina variegata;3.2;Ocupada;Regular;A Nivel;13.0;3.0;;;;
;;513239;Lineal ;4;840;Mujica José Pío;2600;2612;;LA 2;Citrus limon;3.2;Ocupada;Fuera de línea;A Nivel;10.0;5.0;;;;
;;513240;Lineal ;4;840;Mujica José Pío;2600;2612;;LA 1;Citrus limon;3.2;Ocupada;Fuera de línea;A Nivel;11.0;5.0;;;;
;;513241;Lineal;4;841;Rivas Gral.;1000;1009;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A Nivel;26.0;4.0;;;;
;;513242;Lineal;4;841;Rivas Gral.;1000;1019;;Exacta;No identificado;4.4;Ocupada;Regular;Elevada;10.0;2.0;;;;
;;513244;Lineal;4;841;Rivas Gral.;1000;1063;;LA 1;Ligustrum lucidum f. aureovariegata;4.4;Ocupada;Regular;A Nivel;25.0;4.0;;;;
;;513245;Lineal;4;841;Rivas Gral.;1000;1063;;LA 2;Ligustrum lucidum f. aureovariegata;4.4;Ocupada;Regular;A Nivel;20.0;4.0;;;;
;;513246;Lineal;4;841;Rivas Gral.;1000;1089;;Exacta;Ligustrum lucidum f. aureovariegata;4.4;Ocupada;Regular;A Nivel;19.0;4.0;;;;
;;513247;Lineal;4;841;Rivas Gral.;1000;1089;;LA 1;Ligustrum lucidum f. aureovariegata;4.4;Ocupada;Regular;Elevada;14.0;4.0;;;;
;;513248;Lineal;4;841;Rivas Gral.;1000;1095;;Exacta;Ligustrum lucidum;4.4;Ocupada;Regular;A Nivel;40.0;3.0;;;;
;;513249;Lineal;4;841;Rivas Gral.;1000;1095;;LA 1;Schefflera digitata;4.4;Subocupada;Ochava;A Nivel;0.0;;;;;
;;513312;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1080;;LA1;Ficus benjamina;4.8;Ocupada;Ochava;Elevada;17.0;8.0;;;;
;;513313;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1080;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;76.0;14.0;;;;
;;513314;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1070;;Exacta;Fraxinus pennsylvanica;4.8;Ocupada;Regular;Elevada;15.0;6.0;;;;
;;513315;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1064;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;67.0;15.0;;;;
;;513316;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1056;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;70.0;17.0;;;;
;;513317;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1048;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;67.0;17.0;;;;
;;513318;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1040;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;76.0;16.0;;;;
;;513321;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1030;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;72.0;16.0;;;;
;;513322;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1026;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;91.0;16.0;;;;
;;513323;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1024;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;68.0;16.0;;;;
;;513324;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1012;;Exacta;Platanus x acerifolia;4.8;Ocupada;Regular;A Nivel;93.0;17.0;;;;
;;513325;Lineal ;4;842;Fernández De La Cruz Francisco Av.;1000;1008;;Exacta;Fraxinus pennsylvanica;4.8;Ocupada;Ochava;A Nivel;43.0;9.0;;;;
;;513360;Lineal ;4;843;Fernández De La Cruz Francisco Av.;1100;1146;;Exacta;Platanus x acerifolia;3.2;Ocupada;Ochava;A Nivel;20.0;9.0;;;;
;;513361;Lineal ;4;843;Fernández De La Cruz Francisco Av.;1100;1144;;Exacta;Platanus x acerifolia;3.2;Ocupada;Regular;A Nivel;33.0;9.0;;;;
;;513362;Lineal ;4;843;Fernández De La Cruz Francisco Av.;1100;1144;;LD 1;Platanus x acerifolia;3.2;Ocupada;Regular;A Nivel;42.0;9.0;;;;
;;513396;Lineal;4;844;Fernández De La Cruz Francisco Av.;1100;1188;;Exacta;Fraxinus pennsylvanica;5.6;Sobreocupada;Regular;Elevada;20.0;5.0;;;;
;;513397;Lineal;4;844;Fernández De La Cruz Francisco Av.;1100;1184;;Exacta;Diospyros virginiana;5.6;Sobreocupada;Regular;Elevada;18.0;5.0;;;;
;;513399;Lineal;4;844;Fernández De La Cruz Francisco Av.;1100;1180;;Exacta;Ficus carica;5.6;Ocupada;Ochava;Elevada;24.0;3.0;;;;
;;513410;Lineal;4;844;Mujica José Pío;1150;1157;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A Nivel;43.0;12.0;;;;
;;513411;Lineal;4;844;Mujica José Pío;1150;1159;;Exacta;Ficus carica;2.8;Sobreocupada;Regular;A Nivel;12.0;2.0;;;;
;;513412;Lineal;4;844;Mujica José Pío;1150;1159;;Exacta;No identificado;2.8;Sobreocupada;Regular;A Nivel;0.0;;;;;
