long;lat;nro_registro;tipo_activ;comuna;manzana;calle_nombre;calle_altura;calle_chapa;direccion_normalizada;ubicacion;nombre_cientifico;ancho_acera;estado_plantera;ubicacion_plantera;nivel_plantera;diametro_altura_pecho;altura_arbol;geometry;index_right;BARRIO;COMUNA
;;214826;Lineal;15;109;Girardot Atanasio;1800.0;1863.0;;LD;Melia azedarach;4;Ocupada;Regular;A nivel;45.0;14.0;;;;
;;215098;Lineal;15;300;Ballivián José;2900.0;2951.0;;Exacta;Acer saccharinum;3.1;Ocupada;Regular;Elevada;16.0;9.0;;;;
;;215367;Lineal;15;509;Granada Nicolás Cnel.;1600.0;1633.0;;Exacta;Eriobotrya japonica;4.5;Ocupada;Regular;Elevada;22.0;7.0;;;;
;;216210;Lineal;15;508;Seguí Francisco J Alte.;2100.0;2127.0;;Exacta;Fraxinus excelsior;3.2;Sobreocupada;Regular;A nivel;16.0;7.0;;;;
;;216487;Lineal;15;508;Seguí Francisco J Alte.;2100.0;2143.0;;LD;No identificado;3.2;Sobreocupada;Regular;A nivel;25.0;;;;;
;;217031;Lineal;15;459;Linneo;2095.0;208.0;;LA;Persea americana;3.2;Ocupada;Regular;A nivel;1.0;2.0;;;;
;;213985;Lineal;15;299;Ballivián José;2900.0;2996.0;;Exacta;Lagerstroemia indica;3.3;Ocupada;Regular;Elevada;12.0;6.0;;;;
;;214259;Lineal;15;310;Ballivián José;3379.0;3388.0;;Exacta;Acer palmatum;4.4;Sobreocupada;Regular;A nivel;38.0;5.0;;;;
;;214563;Lineal;15;299;Ballivián José;2900.0;2902.0;;Exacta;Tilia x moltkei;3.2;Ocupada;Ochava;A nivel;3.0;2.0;;;;
;;214838;Lineal;15;300;Ballivián José;2900.0;2911.0;;LD;Fraxinus pennsylvanica;3.1;Ocupada;Regular;Elevada;21.0;10.0;;;;
;;215106;Lineal;15;300;Ballivián José;2900.0;2957.0;;Exacta;Jacaranda mimosifolia;3.1;Ocupada;Regular;Elevada;29.0;9.0;;;;
;;215380;Lineal;15;509;Granada Nicolás Cnel.;1600.0;1637.0;;Exacta;Acacia visco;4.5;Ocupada;Regular;A nivel;42.0;10.0;;;;
;;214006;Lineal;15;299;Ballivián José;2900.0;2994.0;;Exacta;Fraxinus pennsylvanica;3.3;Ocupada;Regular;Elevada;42.0;12.0;;;;
;;214280;Lineal;15;299;Ballivián José;2900.0;2948.0;;LD;Populus x canadensis;2.8;Sobreocupada;Regular;A nivel;30.0;15.0;;;;
;;214849;Lineal;15;509;Granada Nicolás Cnel.;1600.0;1615.0;;Exacta;Ficus elastica;4.5;Ocupada;Regular;A nivel;68.0;10.0;;;;
;;215124;Lineal;15;300;Ballivián José;2900.0;2961.0;;Exacta;Ceiba speciosa;;Ocupada;Regular;A nivel;45.0;15.0;;;;
;;215398;Lineal;15;509;Granada Nicolás Cnel.;1600.0;1641.0;;LA;Ficus benjamina;4.5;Sobreocupada;Regular;Elevada;80.0;8.0;;;;
;;215682;Lineal;15;186;Bucarelli;1200.0;160.0;;Exacta;Morus nigra;4.4;Sobreocupada;Regular;Elevada;41.0;7.0;;;;
;;215687;Lineal;15;509;Seguí Francisco J Alte.;2000.0;2051.0;;LD;Fraxinus excelsior;3.2;Ocupada;Regular;A nivel;43.0;6.0;;;;
;;216514;Lineal;15;508;Seguí Francisco J Alte.;2100.0;2159.0;;LD;Jacaranda mimosifolia;3.2;Ocupada;Regular;A nivel;9.0;5.0;;;;
;;216785;Lineal;15;508;Seguí Francisco J Alte.;2100.0;2193.0;;Exacta;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A nivel;25.0;9.0;;;;
;;214286;Lineal;15;310;Ballivián José;3379.0;3382.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;19.0;5.0;;;;
;;214874;Lineal;15;109;Girardot Atanasio;1800.0;1863.0;;LD;Melia azedarach;3.2;Ocupada;Regular;A nivel;33.0;13.0;;;;
;;215416;Lineal;15;509;Granada Nicolás Cnel.;1600.0;1651.0;;LA;Acacia visco;4.5;Ocupada;Regular;A nivel;48.0;10.0;;;;
;;216533;Lineal;15;396;Zamudio;3200.0;315.0;;LA;Eriobotrya japonica;4.4;Ocupada;Fuera de línea;A nivel;10.0;6.0;;;;
;;217909;Lineal;15;452;Lamas Andrés;2600.0;287.0;;LD;Melia azedarach;3.2;Ocupada;Regular;A nivel;99.0;7.0;;;;
;;213758;Lineal;15;109;Girardot Atanasio;1800.0;1878.0;;LD;Melia azedarach;4.4;Ocupada;Regular;Elevada;58.0;15.0;;;;
;;214032;Lineal;15;540;Justo Juan Bautista Av.;3300.0;3399.0;;LD;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;29.0;12.0;;;;
;;214310;Lineal;15;310;Ballivián José;3379.0;3382.0;;LD;Ficus benjamina;4.4;Ocupada;Regular;A nivel;64.0;5.0;;;;
;;214317;Lineal;15;299;Ballivián José;2900.0;2944.0;;Exacta;Tilia x moltkei;2.95;Ocupada;Regular;Bajo nivel;3.0;2.0;;;;
;;227541;Lineal;15;132;Girardot Atanasio;1900.0;1946.0;;LD;Melia azedarach;4;Ocupada;Regular;A nivel;65.0;10.0;;;;
;;228100;Lineal;15;542;Rojas;2050.0;0.0;;Exacta;Platanus x acerifolia;3.2;Ocupada;Regular;Elevada;71.0;16.0;;;;
;;229242;Lineal;15;552;Justo Juan Bautista Av.;3400.0;3408.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;74.0;19.0;;;;
;;227265;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2320.0;;Exacta;Tilia x moltkei;5;Ocupada;Regular;A nivel;30.0;11.0;;;;
;;227551;Lineal;15;132;Girardot Atanasio;1900.0;1946.0;;LD;Melia azedarach;4;Ocupada;Regular;A nivel;2.0;2.0;;;;
;;227562;Lineal;15;132;Girardot Atanasio;1900.0;1946.0;;LD;Melia azedarach;4;Ocupada;Regular;A nivel;54.0;8.0;;;;
;;228118;Lineal;15;542;Rojas;2050.0;0.0;;LA;Platanus x acerifolia;3.2;Ocupada;Regular;A nivel;75.0;16.0;;;;
;;228686;Lineal;15;358;Solano López Francisco  Mcal.;3100.0;3115.0;;Exacta;Ceiba speciosa;5.4;Sobreocupada;Regular;A nivel;41.0;8.0;;;;
;;227578;Lineal;15;132;Girardot Atanasio;1900.0;1946.0;;LA;Liquidambar styraciflua;4;Ocupada;Regular;A nivel;2.0;3.0;;;;
;;229559;Lineal;15;338;Nueva York;2500.0;236.0;;LA;Ficus benjamina;4.4;Ocupada;Regular;A nivel;47.0;9.0;;;;
;;227289;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2330.0;;Exacta;Melia azedarach;5;Sobreocupada;Regular;A nivel;76.0;14.0;;;;
;;227586;Lineal;15;132;Girardot Atanasio;1900.0;1966.0;;Exacta;Melia azedarach;4;Ocupada;Regular;A nivel;75.0;10.0;;;;
;;227597;Lineal;15;132;Girardot Atanasio;1900.0;1986.0;;Exacta;Melia azedarach;4;Ocupada;Regular;Elevada;44.0;8.0;;;;
;;228160;Lineal;15;413;Ramírez Eugenio;3200.0;307.0;;Exacta;Tilia x moltkei;1.6;Ocupada;Regular;A nivel;14.0;8.0;;;;
;;230140;Lineal;15;472;12 de Octubre;1700.0;2700.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Ochava;Elevada;61.0;10.0;;;;
;;227038;Lineal;15;500;Seguí Francisco J Alte.;2200.0;2216.0;;LD;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;116.0;17.0;;;;
;;227050;Lineal;15;500;Seguí Francisco J Alte.;2200.0;2220.0;;LD;Ceiba speciosa;4.4;Ocupada;Regular;A nivel;39.0;11.0;;;;
;;227307;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2330.0;;Exacta;Pinus taeda;5;Ocupada;Regular;A nivel;6.0;2.0;;;;
;;227606;Lineal;15;132;Girardot Atanasio;1900.0;1986.0;;LA;Melia azedarach;4;Ocupada;Regular;A nivel;21.0;6.0;;;;
;;227616;Lineal;15;132;Girardot Atanasio;1900.0;1986.0;;LA;Melia azedarach;4;Ocupada;Regular;A nivel;53.0;10.0;;;;
;;227061;Lineal;15;500;Seguí Francisco J Alte.;2200.0;2224.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;3.0;4.0;;;;
;;227322;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2340.0;;Exacta;Fraxinus pennsylvanica;5;Ocupada;Regular;Elevada;83.0;9.0;;;;
;;227339;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2350.0;;Exacta;Fraxinus pennsylvanica;5;Ocupada;Regular;A nivel;34.0;9.0;;;;
;;229048;Lineal;15;552;Justo Juan Bautista Av.;3400.0;3494.0;;Exacta;Platanus x acerifolia;3;Sobreocupada;Regular;A nivel;65.0;15.0;;;;
;;226806;Lineal;15;506;Seguí Francisco J Alte.;2300.0;2393.0;;LA;Platanus x acerifolia;4.5;Ocupada;Ochava;A nivel;58.0;12.0;;;;
;;227077;Lineal;15;500;Seguí Francisco J Alte.;2200.0;2248.0;;LA;Ficus benjamina;4.4;Ocupada;Regular;Elevada;39.0;7.0;;;;
;;227084;Lineal;15;500;Seguí Francisco J Alte.;2200.0;2254.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;95.0;20.0;;;;
;;227349;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2368.0;;Exacta;Melia azedarach;5;Ocupada;Regular;Elevada;62.0;9.0;;;;
;;229356;Lineal;15;552;Justo Juan Bautista Av.;1800.0;1866.0;;Exacta;Platanus x acerifolia;3.2;Ocupada;Regular;A nivel;104.0;18.0;;;;
;;230753;Lineal;15;156;Bucarelli;900.0;448.0;;Exacta;No identificado;4.5;Sobreocupada;Regular;Elevada;18.0;5.0;;;;
;;226817;Lineal;15;506;Seguí Francisco J Alte.;2300.0;2393.0;;Exacta;Platanus x acerifolia;4.5;Ocupada;Regular;A nivel;66.0;12.0;;;;
;;226822;Lineal;15;506;Seguí Francisco J Alte.;2300.0;2385.0;;Exacta;Platanus x acerifolia;4.5;Ocupada;Regular;A nivel;57.0;12.0;;;;
;;227093;Lineal;15;500;Seguí Francisco J Alte.;2200.0;2260.0;;LA;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;92.0;19.0;;;;
;;227361;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2378.0;;Exacta;Fraxinus pennsylvanica;5;Ocupada;Regular;A nivel;37.0;9.0;;;;
;;227367;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2382.0;;Exacta;Eriobotrya japonica;5;Ocupada;Regular;A nivel;22.0;6.0;;;;
;;227938;Lineal;15;149 b;Gutenberg;499.0;499.0;;LD;Acer buergerianum;2.8;Ocupada;Regular;Elevada;7.0;6.0;;;;
;;227946;Lineal;15;149 b;Gutenberg;499.0;499.0;;LD;Acer buergerianum;2.8;Ocupada;Regular;Elevada;8.0;6.0;;;;
;;229092;Lineal;15;552;Justo Juan Bautista Av.;3400.0;3486.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;101.0;17.0;;;;
;;226832;Lineal;15;506;Seguí Francisco J Alte.;2300.0;2381.0;;LD;Platanus x acerifolia;4.5;Ocupada;Regular;A nivel;19.0;12.0;;;;
;;226837;Lineal;15;506;Seguí Francisco J Alte.;2300.0;2375.0;;Exacta;Platanus x acerifolia;4.5;Ocupada;Regular;A nivel;83.0;12.0;;;;
;;227103;Lineal;15;500;Seguí Francisco J Alte.;2200.0;2272.0;;LA;Ficus benjamina;4.4;Ocupada;Regular;Elevada;42.0;8.0;;;;
;;227111;Lineal;15;500;Seguí Francisco J Alte.;2200.0;2272.0;;LA;Platanus x acerifolia;4.4;Ocupada;Regular;Elevada;58.0;9.0;;;;
;;227379;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2388.0;;Exacta;Melia azedarach;5;Ocupada;Regular;A nivel;67.0;11.0;;;;
;;227949;Lineal;15;447;Rousseau Juan Jacobo;2000.0;2022.0;;Exacta;Lagerstroemia indica;1.8;Ocupada;Regular;Elevada;16.0;4.0;;;;
;;227953;Lineal;15;549;Pueyrredón Honorio Dr. Av.;1800.0;119.0;;Exacta;Platanus x acerifolia;6.2;Ocupada;Regular;A nivel;52.0;13.0;;;;
;;227955;Lineal;15;446;Rousseau Juan Jacobo;2000.0;2009.0;;LA;Hibiscus rosa-sinensis;2;Ocupada;Regular;A nivel;17.0;4.0;;;;
;;228526;Lineal;15;358;Solano López Francisco  Mcal.;3100.0;3100.0;;Exacta;Ficus benjamina;5.6;Ocupada;Regular;Elevada;28.0;9.0;;;;
;;226843;Lineal;15;506;Seguí Francisco J Alte.;2300.0;2341.0;;LD;Platanus x acerifolia;4.5;Ocupada;Regular;A nivel;80.0;14.0;;;;
;;226852;Lineal;15;506;Seguí Francisco J Alte.;2300.0;2329.0;;Exacta;Platanus x acerifolia;4.5;Ocupada;Regular;Elevada;85.0;13.0;;;;
;;227124;Lineal;15;500;Maturín;2500.0;2006.0;;Exacta;Ficus benjamina;3.2;Ocupada;Regular;Elevada;20.0;6.0;;;;
;;227393;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2388.0;;LA;Melia azedarach;5;Ocupada;Regular;A nivel;89.0;13.0;;;;
;;227967;Lineal;15;446;Rousseau Juan Jacobo;2000.0;2053.0;;Exacta;Lagerstroemia indica;2;Ocupada;Regular;Elevada;10.0;4.0;;;;
;;227971;Lineal;15;447;Rousseau Juan Jacobo;2000.0;2058.0;;LD;Ficus benjamina;1.8;Ocupada;Regular;Elevada;38.0;4.0;;;;
;;227978;Lineal;15;446;Rousseau Juan Jacobo;2000.0;2063.0;;Exacta;Lagerstroemia indica;2;Ocupada;Regular;Elevada;9.0;4.0;;;;
;;227981;Lineal;15;447;Rousseau Juan Jacobo;2000.0;2058.0;;Exacta;Ficus benjamina;1.8;Ocupada;Regular;Elevada;27.0;3.0;;;;
;;229679;Lineal;15;861;Dumont Santos;4300.0;4300.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Ochava;Bajo nivel;79.0;20.0;;;;
;;226861;Lineal;15;506;Seguí Francisco J Alte.;2300.0;2307.0;;LD;Platanus x acerifolia;4.5;Ocupada;Regular;A nivel;74.0;12.0;;;;
;;227985;Lineal;15;406;Cortázar Julio ;3500.0;337.0;;Exacta;Eriobotrya japonica;4.4;Sobreocupada;Regular;A nivel;12.0;6.0;;;;
;;227986;Lineal;15;446;Rousseau Juan Jacobo;2000.0;2065.0;;Exacta;Lagerstroemia indica;2;Ocupada;Regular;Elevada;8.0;4.0;;;;
;;227994;Lineal;15;446;Rousseau Juan Jacobo;2000.0;2003.0;;Exacta;Lagerstroemia indica;2;Ocupada;Regular;A nivel;5.0;4.0;;;;
;;227997;Lineal;15;447;Rousseau Juan Jacobo;2000.0;2062.0;;LA;Ailanthus altissima;1.8;Ocupada;Regular;A nivel;2.0;4.0;;;;
;;228560;Lineal;15;358;Solano López Francisco  Mcal.;3100.0;3165.0;;Exacta;Liquidambar styraciflua;5.4;Ocupada;Regular;A nivel;73.0;9.0;;;;
;;228004;Lineal;15;446;Rousseau Juan Jacobo;2000.0;2087.0;;LD;Bauhinia forficata;2;Ocupada;Regular;A nivel;13.0;5.0;;;;
;;228013;Lineal;15;447;Rousseau Juan Jacobo;2000.0;2080.0;;LD;Ficus benjamina;1.8;Ocupada;Regular;A nivel;18.0;5.0;;;;
;;228018;Lineal;15;446;Rousseau Juan Jacobo;2000.0;2087.0;;LA;Bauhinia forficata;2;Ocupada;Regular;A nivel;14.0;7.0;;;;
;;229158;Lineal;15;552;Justo Juan Bautista Av.;3400.0;3452.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;69.0;14.0;;;;
;;229715;Lineal;15;21;Carabajal;4100.0;1423.0;;Exacta;Syagrus romanzoffiana;4.5;Ocupada;Regular;A nivel;0.0;9.0;;;;
;;226904;Lineal;15;513;Seguí Francisco J Alte.;2200.0;2289.0;;LA;Lagerstroemia indica;3.2;Ocupada;Regular;A nivel;7.0;2.0;;;;
;;228027;Lineal;15;447;Rousseau Juan Jacobo;2000.0;2086.0;;Exacta;Tilia x moltkei;1.8;Ocupada;Regular;Elevada;24.0;7.0;;;;
;;228028;Lineal;15;549;Justo Juan Bautista Av.;3200.0;3294.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;69.0;17.0;;;;
;;229738;Lineal;15;21;Carabajal;4100.0;1437.0;;Exacta;Ficus benjamina;4.5;Ocupada;Regular;A nivel;0.0;18.0;;;;
;;230309;Lineal;15;779;Justo Juan Bautista Av.;3100.0;3115.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;71.0;20.0;;;;
;;231150;Lineal;15;373;Solano López Francisco  Mcal.;2400.0;3690.0;;LA;Fraxinus pennsylvanica;5;Sobreocupada;Regular;A nivel;58.0;9.0;;;;
;;228041;Lineal;15;447;Rousseau Juan Jacobo;2000.0;2086.0;;LA;Ailanthus altissima;1.8;Ocupada;Regular;A nivel;32.0;7.0;;;;
;;228046;Lineal;15;406;Cepeda y Ahumada Rodrigo de;2400.0;2400.0;;Exacta;Fraxinus excelsior;1.6;Ocupada;Regular;A nivel;13.0;15.0;;;;
;;228333;Lineal;15;551;Justo Juan Bautista Av.;3350.0;3370.0;;Exacta;Ficus benjamina;3;Ocupada;Regular;A nivel;45.0;5.0;;;;
;;228615;Lineal;15;358;Solano López Francisco  Mcal.;3100.0;3143.0;;Exacta;Koelreuteria paniculata;5.4;Ocupada;Regular;A nivel;6.0;4.0;;;;
;;229188;Lineal;15;189;Victorica Benjamín Gral. Av.;2900.0;282.0;;LA;Ficus benjamina;3.2;Ocupada;Regular;Elevada;23.0;5.0;;;;
;;229206;Lineal;15;552;Justo Juan Bautista Av.;3400.0;3436.0;;Exacta;Ficus benjamina;3;Ocupada;Regular;A nivel;34.0;3.0;;;;
;;227224;Lineal;15;372;Solano López Francisco  Mcal.;2300.0;2304.0;;Exacta;Ficus benjamina;5;Ocupada;Regular;A nivel;58.0;13.0;;;;
;;228085;Lineal;15;249;Ginebra;4200.0;4243.0;;Exacta;Citrus limon;3.4;Ocupada;Ochava;A nivel;32.0;6.0;;;;
;;228650;Lineal;15;358;Solano López Francisco  Mcal.;3100.0;3125.0;;Exacta;Lagerstroemia indica;5.4;Ocupada;Regular;Elevada;3.0;2.0;;;;
;;247109;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;76.0;27.0;;;;
;;247375;Lineal;15;875;Corrientes Av.;660.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;102.0;25.0;;;;
;;247932;Lineal;15;376;Solano López Francisco  Mcal.;2700.0;2790.0;;Exacta;Lagerstroemia indica;4.4;Ocupada;Regular;A nivel;13.0;7.0;;;;
;;247939;Lineal;15;376;Solano López Francisco  Mcal.;2700.0;2798.0;;Exacta;Melia azedarach;4.4;Ocupada;Regular;A nivel;65.0;13.0;;;;
;;248222;Lineal;15;379;Solano López Francisco  Mcal.;2800.0;2812.0;;Exacta;Lagerstroemia indica;4;Ocupada;Regular;A nivel;40.0;7.0;;;;
;;224484;Lineal;15;245;Avalos;2600.0;2650.0;;LA;Ficus benjamina;4.6;Sobreocupada;Ochava;Elevada;17.0;5.0;;;;
;;224487;Lineal;15;245;Avalos;2600.0;2650.0;;Exacta;Ficus benjamina;4.6;Sobreocupada;Ochava;Elevada;72.0;13.0;;;;
;;224489;Lineal;15;245;Avalos;2600.0;2648.0;;Exacta;Persea americana;4.6;Ocupada;Regular;A nivel;33.0;13.0;;;;
;;224493;Lineal;15;245;Avalos;2600.0;2642.0;;Exacta;Fraxinus pennsylvanica;4.6;Ocupada;Regular;A nivel;45.0;12.0;;;;
;;247129;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;70.0;25.0;;;;
;;247395;Lineal;15;362;Solano López Francisco  Mcal.;2800.0;2837.0;;Exacta;Acer negundo;4.4;Ocupada;Regular;A nivel;56.0;8.0;;;;
;;247689;Lineal;15;286;Ballivián José;2500.0;2584.0;;Exacta;Ficus benjamina;3.7;Ocupada;Regular;Bajo nivel;22.0;9.0;;;;
;;247952;Lineal;15;945;Roseti;3700.0;3761.0;;Exacta;Fraxinus pennsylvanica;4.6;Ocupada;Regular;Elevada;31.0;18.0;;;;
;;248460;Lineal;15;363;Solano López Francisco  Mcal.;2700.0;2785.0;;Exacta;Tilia cordata;4.4;Ocupada;Regular;A nivel;47.0;10.0;;;;
;;224499;Lineal;15;245;Avalos;2600.0;2640.0;;Exacta;Fraxinus pennsylvanica;4.6;Ocupada;Regular;A nivel;46.0;12.0;;;;
;;224502;Lineal;15;245;Avalos;2600.0;2630.0;;Exacta;Fraxinus pennsylvanica;4.6;Sobreocupada;Regular;Elevada;26.0;9.0;;;;
;;224505;Lineal;15;245;Avalos;2600.0;2630.0;;Exacta;Ligustrum lucidum;4.6;Sobreocupada;Regular;Elevada;23.0;6.0;;;;
;;224511;Lineal;15;245;Avalos;2600.0;2606.0;;Exacta;Fraxinus pennsylvanica;4.6;Ocupada;Ochava;A nivel;38.0;14.0;;;;
;;246832;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;63.0;24.0;;;;
;;247148;Lineal;15;773;Justo Juan Bautista Av.;2500.0;2525.0;;Exacta;Platanus x acerifolia;2.9;Ocupada;Regular;A nivel;55.0;20.0;;;;
;;247421;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;57.0;24.0;;;;
;;248230;Lineal;15;379;Solano López Francisco  Mcal.;2800.0;2856.0;;Exacta;Fraxinus pennsylvanica;4;Ocupada;Regular;A nivel;32.0;11.0;;;;
;;225915;Lineal;15;460;Biarritz;2100.0;226.0;;Exacta;No identificado;3.2;Ocupada;Regular;A nivel;50.0;11.0;;;;
;;246849;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;61.0;25.0;;;;
;;246862;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;91.0;25.0;;;;
;;247431;Lineal;15;362;Solano López Francisco  Mcal.;2800.0;2827.0;;Exacta;Melia azedarach;4.4;Ocupada;Regular;A nivel;103.0;12.0;;;;
;;247717;Lineal;15;286;Ballivián José;2500.0;294.0;;LA;Fraxinus pennsylvanica;3.2;Ocupada;Regular;Bajo nivel;25.0;11.0;;;;
;;248254;Lineal;15;379;Solano López Francisco  Mcal.;2700.0;2856.0;;LD;Fraxinus pennsylvanica;4;Ocupada;Regular;A nivel;49.0;12.0;;;;
;;248256;Lineal;15;525;Justo Juan Bautista Av.;3700.0;3791.0;;Exacta;Fraxinus pennsylvanica;2.4;Ocupada;Regular;A nivel;28.0;9.0;;;;
;;224830;Lineal;15;131;Girardot Atanasio;1800.0;1862.0;;Exacta;Melia azedarach;4;Ocupada;Regular;Elevada;63.0;12.0;;;;
;;246882;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;5.2;Ocupada;Regular;A nivel;57.0;23.0;;;;
;;247173;Lineal;15;773;Justo Juan Bautista Av.;2500.0;2539.0;;Exacta;Platanus x acerifolia;2.9;Ocupada;Regular;A nivel;54.0;18.0;;;;
;;247450;Lineal;15;286;Ballivián José;2500.0;2566.0;;LD;Taxodium distichum;3.74;Ocupada;Ochava;A nivel;28.0;17.0;;;;
;;224842;Lineal;15;131;Girardot Atanasio;1800.0;1878.0;;Exacta;Melia azedarach;4;Ocupada;Regular;A nivel;57.0;12.0;;;;
;;246890;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;57.0;24.0;;;;
;;247187;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;57.0;27.0;;;;
;;247464;Lineal;15;362;Solano López Francisco  Mcal.;2800.0;2815.0;;Exacta;Melia azedarach;4.3;Ocupada;Regular;A nivel;119.0;14.0;;;;
;;247466;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;61.0;24.0;;;;
;;248289;Lineal;15;525;Justo Juan Bautista Av.;3700.0;3767.0;;Exacta;Platanus x acerifolia;2.4;Ocupada;Regular;A nivel;5.0;6.0;;;;
;;224855;Lineal;15;131;Girardot Atanasio;1800.0;1888.0;;Exacta;Melia azedarach  var. umbraculifera;4;Ocupada;Regular;A nivel;11.0;5.0;;;;
;;247205;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;56.0;25.0;;;;
;;247215;Lineal;15;773;Justo Juan Bautista Av.;2500.0;2551.0;;Exacta;Platanus x acerifolia;2.9;Sobreocupada;Regular;Elevada;43.0;18.0;;;;
;;247486;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;70.0;24.0;;;;
;;247493;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;106.0;25.0;;;;
;;248312;Lineal;15;525;Justo Juan Bautista Av.;3700.0;3759.0;;Exacta;Fraxinus pennsylvanica;2.4;Ocupada;Regular;A nivel;21.0;7.0;;;;
;;224879;Lineal;15;131;Girardot Atanasio;1800.0;1890.0;;Exacta;Melia azedarach;4;Ocupada;Regular;A nivel;53.0;10.0;;;;
;;225443;Lineal;15;132;Donado;800.0;88.0;;LA;Fraxinus pennsylvanica;4;Ocupada;Ochava;A nivel;27.0;8.0;;;;
;;246919;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;96.0;26.0;;;;
;;246925;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;70.0;25.0;;;;
;;247499;Lineal;15;286;Ballivián José;2500.0;2566.0;;Exacta;Platanus x acerifolia;3.74;Ocupada;Regular;A nivel;80.0;18.0;;;;
;;247506;Lineal;15;362;Solano López Francisco  Mcal.;2800.0;2807.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Ochava;A nivel;43.0;11.0;;;;
;;247781;Lineal;15;376;Solano López Francisco  Mcal.;2700.0;2710.0;;Exacta;Melia azedarach;4.4;Ocupada;Regular;A nivel;81.0;9.0;;;;
;;247789;Lineal;15;350;Solano López Francisco  Mcal.;2700.0;2712.0;;Exacta;Melia azedarach;4.4;Ocupada;Regular;A nivel;58.0;10.0;;;;
;;248070;Lineal;15;772;Justo Juan Bautista Av.;2400.0;2409.0;;Exacta;No identificado;2.8;Ocupada;Regular;A nivel;0.0;2.0;;;;
;;247249;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;57.0;22.0;;;;
;;247528;Lineal;15;875;Corrientes Av.;57.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;57.0;20.0;;;;
;;248087;Lineal;15;772;Justo Juan Bautista Av.;2400.0;2413.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;27.0;11.0;;;;
;;246954;Lineal;15;875;Corrientes Av.;6600.0;6600.0;;LA;Tipuana tipu;4.8;Ocupada;Regular;A nivel;64.0;24.0;;;;
